0,1,2,5442200,4762000,658010.95,0,5723633.59,欠费
0,0,0,3273342,2939266,279424.98,825.73,9808094.31,欠费
5,7,3,600000,0,561943.25,19.02,600000,欠费
0,7,2,1200000,940000,238445.31,0,1200000,欠费
15,10,5,2700000,1200000,1194729.37,709.96,10800000,欠费
0,7,3,5000000,3936400,950577.21,1217.21,5000000,欠费
0,7,2,3500000,2572800,862460.68,0,6400000,欠费
2,8,5,450000,56000,365428.91,42.79,1800000,欠费
0,7,3,600000,0,561930.57,31.7,600000,欠费
0,7,3,5000000,3150000,1720830.19,0,5000000,欠费
9,7,3,600000,0,561898.87,63.4,600000,欠费
0,0,5,900000,400000,433236.66,191.88,6450000,欠费
0,7,2,300000,0,280971.62,9.51,2445000,欠费
2,7,3,500000,0,468222.64,79.25,900000,欠费
0,9,3,5000000,2100000,2709811.33,0,5000000,欠费
0,10,7,90000,12000,72234.34,60,90000,欠费
15,6,4,145000,100000,42147.17,0,145000,欠费
12,0,0,240000,216000,22478.49,0,240000,欠费
4,6,0,100000,86000,13112.45,0,100000,欠费
18,5,0,10998000,10678060,299023.05,0,10998000,欠费
13,6,0,7950000,0,773321,0,15994400,欠费
9,7,4,597000,430000,154284.85,1494.01,597000,欠费
9,7,4,14960000,12885000,1534894.34,0,14960000,欠费
15,0,4,31418675.25,26657200,4246318.33,0,131122677,欠费
9,7,4,2984985,2508680,416275.66,8565.48,2984985,欠费
15,0,4,4100000,3795000,255117.64,248.17,4100000,欠费
15,0,4,828000,740000,72931.06,748.26,828000,欠费
15,0,4,9000000,8268000,683692.08,0,0,欠费
0,4,2,1099099,989700,97464.96,0,1181098.97,欠费
0,4,4,7560000,6150000,1320611.31,0,7560000,欠费
0,0,2,73333,27650,42772.71,14.48,73333.34,欠费
0,4,4,600000,563000,34457.81,6.34,1320000,欠费
0,0,4,1225600,1057896,151773.47,0,1225600,欠费
9,5,0,1089960,1002040,82219.41,0,1089960,欠费
22,5,4,1550000,1393500,146483.4,0,1550000,欠费
0,4,4,980000,876500,91811.7,0,1960000,欠费
0,7,4,1152000,1035000,109545.55,37.09,1152000,欠费
0,4,2,1091500,291750,743298.33,177.9,1091500,欠费
0,4,4,4148000,3508000,587663.79,403.03,4346000,欠费
15,6,4,2432000,2130000,276451.01,63.71,2432000,欠费
15,6,4,3535362,3141616.77,350016.05,207.59,7070724,欠费
0,4,4,969000,798000,160105.04,54.2,969000,欠费
0,0,4,30427456.52,27161032,3048700.51,462.62,30427456.52,欠费
9,5,1,49213377.62,46687563.2,2173633.72,0,49213377.62,欠费
0,0,7,156000,0,146110.19,0,156000,欠费
0,4,6,128000,10000,109385.28,500,128000,欠费
0,4,2,548600,442000,80682.28,8244.7,1097200,欠费
0,0,1,80000,3000,71913.3,15,80000,欠费
